Text,Classificacao
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Estado de Minas https://t.co/UXIaIpeZZQ",Neutro
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Estado de Minas https://t.co/XqxtHf640c",Neutro
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Estado de Minas https://t.co/ySK7ByvCga https://t.co/ySNv5xDz10",Neutro
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato – Estado de Minas: UOL… https://t.co/1kMxQtgWM3",Neutro
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Politica - Estado de Minas https://t.co/sDSzz77UOm",Neutro
"Governo pagou R$ 2,4 bilhões a empreiteiras alvos da Lava-Jato - Politica - Estado de Minas https://t.co/WM6q4GZHG5",Neutro
"Governo PSDB / Temer quer impedir recuperação dos estados como RJ, MG e RS. Ordem é não permitir empréstimos.   https://t.co/y4fPLosDJU",Neutro
Governo retoma pente-fino em benefícios do INSS na próxima semana - Economia - Estado de Minas https://t.co/JJN8e3B2Wu,Neutro
Governo retoma pente-fino em benefícios do INSS na próxima semana - Estado de Minas https://t.co/4Mb2jj2itV https://t.co/syzq0Mg2OS,Neutro
Governo tira do ar campanha polêmica sobre mortes no trânsito - Politica - Estado de Minas https://t.co/uB68BP8TBK,Neutro
"Graças a Deus em casa, viagem cansativa mais vlw a pena. (@ Caiana in Caiana, Estado de Minas Gerais) https://t.co/OETu0FIx9h",Neutro
Greenfield força mudanças na Funcef - Economia - Estado de Minas https://t.co/O71tXoFkXl,Neutro
Greenfield força mudanças na Funcef - Estado de Minas - Felipe Vieira Greenfield força mudanças na Funcef Estad... https://t.co/YvlXq6q6XG,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/1irYgzwagm,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/595K48Iekh,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/GjO71ce2VR,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/QPY26qeNeb https://t.co/tIGWD5KQ43,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/t8ja2isCho https://t.co/gGEFXTwJUL,Neutro
Greenfield força mudanças na Funcef - Estado de Minas https://t.co/TW3GUbEUju https://t.co/zcaGoiDokK,Neutro
Grupo tortura deficiente mental por 'ser branco' e 'eleitor do Trump' - Internacional - Estado de Minas https://t.co/if5S8BwZ9b #Racismo �,Neutro
Grupos de Folia de Reis comemoram título de patrimônio cultural imaterial de Minas - Gerais - Estado de Minas https://t.co/8S3fm1cCa2,Neutro
"Há 1,5 mil vagas de emprego abertas em Minas, segundo Secretaria do Trabalho - Economia - Estado de Minas https://t.co/MJTISFRcUx",Neutro
Ha se tivesse um mil Tiradentes ai em minas o estado seria diferente kkk https://t.co/Y11y1t6vfe,Neutro
Hablo a todas las que le den mg a este estado sin excepción por kilos +,Neutro
"Hace 5 años puse un estado en face que decía ""Si tengo chance con vos un MG"" jajaja que payaso... Los recuerdos de Facebook",Neutro
Hola Eh Estado Desconectada en Twitter pues volvi y creo que mejore mis dibujos ?,Neutro
"Home home home home hoooôôme (@ São Pedro do Avaí in São Pedro do Avaí, Estado de Minas Gerais) https://t.co/qbKhsG2vdY",Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares  https://t.co/6lzwca6Opa,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares  https://t.co/DeLXVhRg5I,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares  https://t.co/DeLXVhRg5I,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/5CG0KnzDyv,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/SG98Y7UzF9 https://t.co/CsibUZkmu1,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/sJMpOUuG1b https://t.co/iyqmhFT8Ee,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/Sl7a2qzXdO,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/sRd20WvVdI https://t.co/45KvYchhK9,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/sTx9QOWKQK https://t.co/HSv06PVpje,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/uXPXL9Nve1,Neutro
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/vkSOAUvokz #SomosTodosDilma #Raynniere #BuyRaynniereOnItun…,Neutro
Homem que matou ex-mulher e jogou corpo em cisterna contou com ajuda de amigo - Gerais - Estado de Minas https://t.co/BoRuUPDEBG,Neutro
Hoy debería haber estado en cualquier otro lugar menos aquí comprando libretas y minas�,Neutro
"Hoy he estado en el pueblo y tengo vídeos muy chulos, empezamos por 5 MG y subo el primero!",Neutro
HT Vila Nova-MG 2 Palmeiras 3. Partido donde las defensas en el 1er tiempo no han estado presentes. Palmeiras muy bien a nivel ofensivo.,Neutro
https://t.co/9VKsrtUiqA PAÍS medíocre. Odeio ser brasileiro.,Neutro
https://t.co/A79zKAec4f,Neutro
https://t.co/AAAXoIwTbP via @folha_com,Neutro
"https://t.co/AH2uiqedt2: Governo de Minas Gerais adquire dois helicópteros para Bombeiros, PM e Defesa Civil https://t.co/70cXcVEPkL",Neutro
https://t.co/btXmERfYTc via @folha_com,Neutro
https://t.co/c6Bf7Lv4ua @UOL @folha_com @digo;diariodopt @LulaNews_ @rfalcao13 @dilmabr @SakaSakamori ESSE ESCROTO É DE QUE PARTIDO MESMO?,Neutro
https://t.co/D98Jn5YTOY - Parece q todo mundo q vira governador de MG se acha dono do estado. Foi assim com os três últimos governadores...,Negativo
https://t.co/Dd8CvC1kuh,Neutro
https://t.co/deasU8harr   Secretaria de Estado de Saúde alerta para surto de malária em Diamantina https://t.co/5oe5Rl0Lrp,Neutro
https://t.co/DF4ICnJDCG Ações da Toyota caem após ameaças de Trump por fábrica no México Estado de Minas As ações… https://t.co/hPwBMrWiBe,Neutro
https://t.co/G60AshNuKL,Neutro
https://t.co/hvoCAMjnSf,Neutro
https://t.co/inn8y9RxG1,Neutro
https://t.co/lrZcbMwkWb... https://t.co/kr9kfv2tSY,Neutro
https://t.co/od1kzzO28z... https://t.co/MWpUvG49Ra,Neutro
https://t.co/OhvtBtsrzl via @folha_com,Neutro
https://t.co/PEUvivHloI via @folha_com,Neutro
https://t.co/SwyETTpOYY via @folha_com,Neutro
https://t.co/TVrY2gpTUx,Neutro
https://t.co/Tzh9JCL5Yz SE TUDO TIVESSE EM ORDEM SALÁRIOS DOS F PÚBLICOS E SERVIÇOS EM DIA JA SERIA IMORAL Ñ ESTANDO NADA EM DIA É UM CRIME.,Neutro
https://t.co/xfsnSSaI4C... https://t.co/jnraOvBeHs,Neutro
https://t.co/ySHehMmSXN,Neutro
https://t.co/YW2nfQrsOr via @folha_com,Neutro
https://t.co/zPHsc3gzQD,Neutro
Hummmmmmmmm  Azul começa venda de passagens de BH para Buenos Aires por R$ 357 o trecho - Economia - Estado de Minas https://t.co/OwU0zvC6JL,Neutro
Iceberg do tamanho de Bali está prestes a se soltar da Antártica - Estado de Minas https://t.co/Z9lbnvKTHr,Neutro
Identificado autor de massacre em boate de Istambul - Estado de Minas https://t.co/ErFjD5gK7A,Neutro
"IGP-M na 1ª prévia de janeiro fica em 0,86% ante 0,20% na 1ª de dezembro, diz FGV - Estado de Minas… https://t.co/Ida84xOeDh",Neutro
"I'm at @GVShopping in Governador Valadares, MG https://t.co/tilSCKFeGX",Neutro
"I'm at Açaí Mania in Governador Valadares, MG, MG https://t.co/G0uTrxsc1t",Neutro
"I'm at Açucena in Açucena, Estado de Minas Gerais https://t.co/dH53YZhx4G",Neutro
"I'm at Açucena in Açucena, Estado de Minas Gerais https://t.co/mnc9OZWfPv",Neutro
"I'm at Aeroporto de Governador Valadares / Coronel Altino Machado de Oliveira (GVR) in Governador Valadares, MG, MG https://t.co/8ZNJQO7zYY",Neutro
"I'm at Antonio Dias in Antonio Dias, Estado de Minas Gerais https://t.co/gFhhPbkKXD",Neutro
"I'm at Araujos in Araujos, Estado de Minas Gerais https://t.co/3Upk3NmOVK",Neutro
"I'm at Atacaforte in governador Valadares, MG https://t.co/eQASgua0PT",Neutro
"I'm at Bairro Jardim Perola in Governador Valadares, MG w/ @sytambalejy https://t.co/4sng8f21iz",Neutro
"I'm at Bairro Sao Cristovao in Governador Valadares, Minas Gerais https://t.co/Lmi69UxLLK",Neutro
"I'm at Bairro São José in Governador Valadares, Minas Gerais https://t.co/CPk9T8qeAJ",Neutro
"I'm at Bairro São José in Governador Valadares, Minas Gerais https://t.co/JKm8cz4MTG",Neutro
"I'm at Bar do Toninho in Governador Valadares, Minas Gerais w/ @tue_nunes07 @lawrenlayne @deborajuliarod2 https://t.co/RrZCvP1KDV",Neutro
I'm at Big Mais Administração in Governador valadares - MG w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/ejXfZr43HM,Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais https://t.co/2zZyNnCWYe",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais https://t.co/jcUp8DalI3",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais https://t.co/M892uragsV",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @andre280580 @tue_nunes07 @brenasunshine @newrandley https://t.co/ToYhw2yCLg",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.co/ZZqaWNRxqC",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/aq1kbll1Fh",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/DTVSERgElx",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/sr4Y3g1AFF",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/X01hoRWYsC",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/zvVuKpNmAi",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @estilo2d @andreacorreia9 @newrandley https://t.co/GeXEgBDMJI",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @estilo2d @newrandley @andreacorreia9 https://t.co/o7xwULs3Qm",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @estilo2d @newrandley @andreacorreia9 https://t.co/TMpgU9qPBp",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @brunobarreto010 @combatentemg https://t.co/Mm9NmCHUpN",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @combatentemg @brunobarreto010 https://t.co/PN0wVmi0s0",Neutro
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @combatentemg @cleverson0505 https://t.co/okLHVija5y",Neutro
"I'm at Bradesco PreCompensa in governador valadares, MG https://t.co/vGEW1LXvXn",Neutro
"I'm at Brüder Butiquim in Governador Valadares, Minas Gerais https://t.co/6LMamBW0Qu",Neutro
"I'm at Budegga Bar in Governador Valadares, Minas Gerais https://t.co/XhLyHboUhG",Neutro
"I'm at Cana Verde in Cana Verde, Estado de Minas Gerais https://t.co/zdGhj8Y9Nc",Neutro
"I'm at Caputira in Caputira, Estado de Minas Gerais https://t.co/C2Y6dMhswS",Neutro
"I'm at Carvalho de Brito in Carvalho de Brito, Estado de Minas Gerais https://t.co/kDAAHhH4P2",Neutro
"I'm at Carvalho de Brito in Carvalho de Brito, Estado de Minas Gerais https://t.co/mSboe813fb",Neutro
"I'm at Carvalho de Brito in Carvalho de Brito, Estado de Minas Gerais https://t.co/trH03GO6Px",Neutro
"I'm at Central de Santa Helena in Central de Santa Helena, Estado de Minas Gerais https://t.co/eYTruijL7y",Neutro
"I'm at Claudinho Cabeleireiros in Governador Valadares, Mg https://t.co/NhLtU4sWkb",Neutro
"I'm at Correa de Almeida in Correa de Almeida, Estado de Minas Gerais https://t.co/aKMNTIHJdL",Neutro
"I'm at cute in governador valadares, minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine @newrandley https://t.co/AXCiN4g1fb",Neutro
"I'm at cute in governador valadares, minas gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/79bSDil6Id",Neutro
"I'm at cute in governador valadares, minas gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/ali9PoIsOL",Neutro
"I'm at cute in governador valadares, minas gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/JULisRKJpf",Neutro
"I'm at cute in governador valadares, minas gerais w/ @tue_nunes07 @newrandley @amandassantosm @estilo2d https://t.co/rxdWEoChTO",Neutro
"I'm at Derribadinha in Derribadinha, Estado de Minas Gerais https://t.co/BgA8I6UUmu",Neutro
"I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @amandassantosm @estilo2d @newrandley https://t.co/F1eggKbsfw",Neutro
"I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/MPhmrZiC8d",Neutro
"I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/ptDEB1cMa2",Neutro
"I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/f5mL4isgJa",Neutro
"I'm at Doce Lar Feliz in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/x2MBGqUf8x",Neutro
"I'm at Doutor Lund in Doutor Lund, Estado de Minas Gerais https://t.co/LLnEztN8Oe",Neutro
"I'm at Doutor Lund in Doutor Lund, Estado de Minas Gerais https://t.co/U5rxayhStz",Neutro
"I'm at Estação Ferroviária de Governador Valadares (EFVM) in Governador Valadares, Minas Gerais https://t.co/NNeF29tjuO",Neutro
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/Al4WSVFdfU",Neutro
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/J5gxjA3BIj",Neutro
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/mnnUcCc750",Neutro
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/nPG68MGiu6",Neutro
"I'm at Estádio Governador Magalhães Pinto (Mineirão) - @mineirao in Belo Horizonte, MG https://t.co/UF8lrUW8JI",Neutro
"I'm at Federação das Indústrias do Estado de Minas Gerais (FIEMG) - @sistemafiemg in Belo Horizonte, MG https://t.co/3OtZoOoD0R",Neutro
"I'm at franguinho do alex in Governador Valadares, MG https://t.co/ETFke8xCOA",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG https://t.co/qeH55kJiXC",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG w/ @sytambalejy https://t.co/XR2blj7UY1",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.co/Vjp30GtSsg",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/XS9r8HNHKh",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/NBO9FgJJsm",Neutro
"I'm at Giorgio Gastrô in Governador Valadares, MG w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/YGJonJHwGE",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/1pwoDWv1gJ",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/7g7DDK0wGf",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/85HkVmIGg8",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/EyGCZymCfG",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/jwXLxi2MiR",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG https://t.co/Ym4BjKLq4q",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG w/ @moreno_carlinha https://t.co/9TuIPOjGYo",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG w/ @sytambalejy @newrandley @allansobrall https://t.co/YoVqGSMPBr",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG w/ @sytambalejy @newrandley @lawrenlayne https://t.co/fg8wx0KaFU",Neutro
"I'm at Governador Valadares - @prefeituragv in Governador Valadares, MG w/ @tue_nunes07 @newrandley @perpetuosocor https://t.co/pgv7UJGylj",Neutro
"I'm at Ibit Park in Governador Valadares, MG https://t.co/0ZgfGU6Ngy",Neutro
"I'm at Ingai in Ingai, Estado de Minas Gerais https://t.co/57iFV19WuX",Neutro
"I'm at Ingai in Ingai, Estado de Minas Gerais https://t.co/JHGXIMa0xq",Neutro
"I'm at Ki-Amor Sorveteria in Governador Valadares, MG https://t.co/b5EkRpSFUD",Neutro
"I'm at Ki-Amor Sorveteria in Governador Valadares, MG https://t.co/XzFaqLmzIh",Neutro
"I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/04WZMbAaRF",Neutro
"I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/Sr4HaNk5QQ",Neutro
"I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/xPpIwYwq1L",Neutro
"I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/YO5c317nzy",Neutro
"I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @andre280580 @tue_nunes07 https://t.co/ZrorB7WqVj",Neutro
"I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @sytambalejy @newrandley https://t.co/MqDTOoGPTo",Neutro
"I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 https://t.co/iPN1fewwqi",Neutro
"I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg https://t.co/Lcg1fZQ1Au",Neutro
"I'm at Lucra Cadastros e Serviços Ltda in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley https://t.co/eafyED3TTC",Neutro
"I'm at Malta in Governador Valadares, MG https://t.co/tRoC03JGaE",Neutro
"I'm at Maria Eugênia in Governador Valadares, MG w/ @sytambalejy @newrandley @selma_ferraz @fuser_jp @lawrenlayne https://t.co/bOCWaszSgp",Neutro
"I'm at Mathias Lobato in Mathias Lobato, Estado de Minas Gerais https://t.co/rX31vxG3rN",Neutro
"I'm at Meat Please in Governador Valadares, MG https://t.co/a9kZswwnnK",Neutro
"I'm at Mercado Municipal in Governador Valadares, Minas Gerais https://t.co/TL1QGwUTaC",Neutro
"I'm at MODA 10 in Governador valadares, Minas gerais https://t.co/CrrjN8WryX",Neutro
"I'm at Nova Esperança in Nova Esperança, Estado de Minas Gerais https://t.co/E5r5JgQ6xf",Neutro
"I'm at Pico da Ibituruna in Governador Valadares, Minas Gerais https://t.co/wgQ38J54Jg",Neutro
"I'm at Pioneiros Bar in Governador Valadares, mg w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.co/NqsVBJrv1T",Neutro
"I'm at Pizzaria Porto Bello in Governador Valadares, Minas Gerais https://t.co/6eKv9h5PdI",Neutro
"I'm at Pizztop in Governador Valadares, Minas Gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.co/nDK9UvDOgB",Neutro
"I'm at Pizztop in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/d22dVtfPhT",Neutro
"I'm at Policia Civil do Estado de Minas Gerais in Belo Horizonte, Minas Gerais w/ @vniaguimares1 @kristina29082 https://t.co/bLPyIbQrKT",Neutro
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/ChMxSR2OUz",Neutro
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/eEPB0k8zla",Neutro
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/fzqNpkwuQs",Neutro
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/jPBo5NSYGL",Neutro
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/YqOJOP9x5X",Neutro
"I'm at Posto Da Polícia Militar Do Bairro Fraternidade in Governador Valadares, Minas Gerais w/ @lawrenlayne https://t.co/6xyVxq3xDP",Neutro
"I'm at Posto Da Polícia Militar Do Bairro Fraternidade in Governador Valadares, Minas Gerais w/ @sytambalejy https://t.co/csgMDHJfuk",Neutro
"I'm at Posto Planalto II in Governador Valadares, Minas Gerais https://t.co/zCGFsed0eS",Neutro
"I'm at Praça do Papa (Governador Israel Pinheiro) in Belo Horizonte, MG https://t.co/nG580mMkUX",Neutro
"I'm at Praça do Papa (Governador Israel Pinheiro) in Belo Horizonte, MG https://t.co/nhT565ohqN",Neutro
"I'm at Praça do Papa (Governador Israel Pinheiro) in Belo Horizonte, MG https://t.co/NNoEmtcz8j https://t.co/Ll74gCkB2t",Neutro
"I'm at Praça do Papa (Governador Israel Pinheiro) in Belo Horizonte, MG https://t.co/oqxpp1Csu1",Neutro
"I'm at Praça Governador Valadares - @_luucas_vieira in Martinho Campos, Minas Gerais https://t.co/flqO5xHZUJ",Neutro
"I'm at Recanto Do Açaí in Governador Valadares, MG https://t.co/FPTZTtAKc4",Neutro
"I'm at Rei Davi Petiscaria in Governador Valadares, Minas Gerais https://t.co/2DCpi0eseJ",Neutro
"I'm at Rei Davi Petiscaria in Governador Valadares, Minas Gerais https://t.co/3VelY65mJP",Neutro
"I'm at Rei Davi Petiscaria in Governador Valadares, Minas Gerais https://t.co/CZAqNvSzQJ",Neutro
"I'm at Rio Maia in Governador Valadares, Minas Gerais w/ @sytambalejy @newrandley @allansobrall @fuser_jp https://t.co/enVuFc1j6b",Neutro
"I'm at Rio Maia in Governador Valadares, Minas Gerais w/ @sytambalejy @newrandley @selma_ferraz @fuser_jp https://t.co/1nGyZKpdXN",Neutro
"I'm at Rio Maia in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/v89PBu0WHn",Neutro
"I'm at Salão do Samuca in Governador Valadares, MG w/ @tue_nunes07 @andreacorreia9 @amandassantosm @newrandley https://t.co/XO5MnSorrb",Neutro
"I'm at São João del-Rei in São João del-Rei, Estado de Minas Gerais https://t.co/lHep83vGi6",Neutro
"I'm at São João del-Rei in São João del-Rei, Estado de Minas Gerais https://t.co/LHifQ3cYIM",Neutro
"I'm at São João del-Rei in São João del-Rei, Estado de Minas Gerais https://t.co/UfGoaQol3b",Neutro
"I'm at São José do Alegre in São José do Alegre, Estado de Minas Gerais https://t.co/K1dBvSuS04",Neutro
"I'm at São Luís in São Luís, Estado de Minas Gerais https://t.co/e61RJDAlwt",Neutro
"I'm at São Pedro da União in Sao Pedro da Uniao, Estado de Minas Gerais https://t.co/20GPGr0ryM",Neutro
"I'm at São Pedro do Avaí in São Pedro do Avaí, Estado de Minas Gerais https://t.co/dUyPgauWMe",Neutro
"I'm at São Pedro in Governador Valadares, MG https://t.co/P26Ho2hw5q",Neutro
"I'm at São Thomé das Letras in São Thomé das Letras, Estado de Minas Gerais https://t.co/Wjd4N1ijPi",Neutro
"I'm at Sorveteria da Maria in Governador Valadares, Minas Gerais https://t.co/aaxX107iHg",Neutro
"I'm at Sorveteria da Maria in Governador Valadares, Minas Gerais https://t.co/Vok77sUuH6",Neutro
"I'm at Sorveteria da Maria in Governador Valadares, Minas Gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.co/FvsJFDJt9Y",Neutro
"I'm at Sorveteria da Maria in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @combatentemg https://t.co/wri52vE7Ha",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.co/vFIjrETmGy",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @andre280580 @tue_nunes07 @brenasunshine https://t.co/xL39LJFfPL",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/84HLhB215T",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/Mfgt6qs9im",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @combatentemg @cleverson0505 https://t.co/vltNUjL0SP",Neutro
"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @newrandley @perpetuosocor https://t.co/D4bcBHqhju",Neutro
"I'm at Subway in Governador Valadares, MG https://t.co/DCcKyNFPDM",Neutro
"I'm at Supermercado Coelho Diniz in Governador Valadares, MG https://t.co/BXG11sfcKs",Neutro
"I'm at Terminal Rodoviário de Governador Valadares in Governador Valadares, MG https://t.co/gUf4cQJYYj",Neutro
"I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/easvBV3UDx",Neutro
"I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/eWgxhL3ITl",Neutro
"I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/isdxZDYc3u",Neutro
"I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/qD0SWBiSIL",Neutro
Imagina se não tivesse em calamidade financeira! https://t.co/otDbRNaDHG,Neutro
IML identifica 31 detentos mortos em penitenciária de Roraima - Nacional - Estado de Minas https://t.co/2ZMWU2BIgh,Neutro
Impressionante: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/ftzLVgXld2,Neutro
"Índice de preços ao consumidor recua 0,2% em dezembro ante novembro no Chile - Economia - Estado de Minas https://t.co/dO80aVmWzw",Neutro
Indústria automotiva do México na mira de Trump - Estado de Minas https://t.co/2V0ah10FbS #notícias https://t.co/DcpKLouAyB,Neutro
Iniciativa do Governo do Estado de Minas Gerais potencializa a cadeia produtiva gastronômica e promove a... https://t.co/v6bHAcH9N4,Neutro
Inquérito cita a relação de magistrados do Amazonas e facção envolvida em massacre - Nacional - Estado de Minas https://t.co/aqHJuhRPLl,Neutro
"Interessados, chamem no privado. https://t.co/d8ilnCLHUY",Neutro
Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/nix2QNXvoI,Neutro
Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/o33QkWF0dw,Neutro
iPhone completa 10 anos e revolução dos smartphones continua - Estado de Minas https://t.co/ZGdK12GzkP,Neutro
